ID,Text,human_labels,id,llm_labels,masi,error_type
200,"I wanted there to be a UN-brokered plan of a ceasefire at that time, which President Terry of Peru was trying to pursue.","{1900, 1926}",200,{1900},0.665,Under-tagging
201,...it is relevant to the - I can't tell you how many because I don't even know how many potential applicants would be in the pipeline in another five years...,"{300, 325}",201,set(),1.0,Missing (False Negative)
202,"No, I'm setting out the direction of travel.",set(),202,set(),0.0,Perfect
203,"No, because we touched on it earlier. When I got this job, my number one priority was to get the economy in a strong position. And that's what we've been able to do over the last 18 months, get inflation back to target, get the economy growing, wages rising, energy bills falling. So this is the moment for all of you to decide what future you want for our country. and I want you to have that opportunity, and I'm very passionate and confident in what I'm saying. I believe what I'm saying is right for our country and right for all of you. I think you do want all your taxes cut, because you all work very hard. You deserve to keep more of your money. I want everyone to own their own home, like Rehan, so I want to cut taxes on him. We haven't heard from, I think, any pensioners tonight, but if I'm not your Prime Minister for the first time in history, pensioners are going to face a retirement tax. on their state pension in this country if I'm not your Prime Minister. And we're going to create the triple lock plus to make sure that doesn't happen. Harry, in the next Parliament, if I'm not your Prime Minister, every pensioner is going to be paying a retirement tax for the first time in this country's history. That won't happen if I'm your Prime Minister. If I'm not your Prime Minister, you're all going to be paying thousands of pounds to upgrade your home, switch out your boiler, change your car, because Keir Starmer is going to reverse all the changes I made so we get to net zero in a sensible way. Those illegal migrants will not be on planes to Rwanda. They will be out on our streets, putting pressure on public services. And by the way, I can tell you now, they are queuing up in Calais, waiting for a Starmer government so they can come here and stay here.","{705, 1410, 100, 101, 230, 200, 107, 1400, 700}",203,"{100, 103, 1900, 1901, 1300, 1303}",0.9764285714285714,Mixed/Mismatch
204,"Well, what we showed when we were in government, we massively raised it. We promised to do that, and when resources allowed, we did it massively. And what's been so unfair, and there's a huge difference between us and the Conservatives, who really aren't fit to govern our country, you know. They've raised taxes on the lowest income people. We cut taxes on the lowest income people.","{107, 100}",204,"{107, 100}",0.0,Perfect
205,I think it's pretty obvious what a Scottish nationalist would demand.,"{2000, 2001}",205,set(),1.0,Missing (False Negative)
206,"Well, we'd have to work with other countries.",set(),206,set(),0.0,Perfect
207,"I want real, genuine, radical... Yeah, but you want to get out of the European Union, but you're still happy to go and take the salary as an MEP. Well, if I wasn't doing it... Well, hang on.","{1900, 1910}",207,"{1900, 1910}",0.0,Perfect
208,"Well, it's not going to be done in the first two years, Fiona. We're not saying that.",set(),208,set(),0.0,Perfect
209,"You have to believe me, you can go and check as a result of their financial mismanagement. The same thing happened in Nottingham, right? That's what you get with the Labour Party. You remember what happened last time they were in office? They run out of your money, they bankrupt the country, and you all pay for it in higher taxes. And that is the choice for you at this election. We are making progress. The economy is growing. Taxes are now coming down. The financial security that you want, I can deliver. But if we put all that progress at risk with them, your family finances are going to get hammered. Your taxes are going to get whacked up. And that is the choice for you at this election. Do not surrender to their tax rises.","{105, 107, 100}",209,"{105, 100}",0.5533333333333333,Under-tagging
210,Yes or no? The position on the state pension that we've set out is exactly... It's a yes or no?,"{1300, 1303}",210,set(),1.0,Missing (False Negative)
211,It's a lie because it makes it sound that you could do it in a matter of weeks or 11 months maximum. It's going to take us years to negotiate a new trade agreement. It took seven years with Canada. And so the idea you're going to get it done through this is just simply a fantasy.,"{1800, 1803}",211,"{1800, 1900, 107, 100}",0.9339999999999999,Mixed/Mismatch
212,"What we had to do when we came into government in 2010 was to ensure that we were living within our means and that was very important because of the economic situation we'd inherited. Now what we need to do in policing terms is ensure it's not just about the numbers of police, people often focus on the numbers of police, it's actually about what the police are able to do and how they are being deployed on our streets. As I say In counter-terrorism policing we have protected those budgets and we're currently protecting police budgets. But crime is changing and the sort of job that the police officers need to do is changing. That's why we're also putting extra money into things like cybercrime because that's today's world. So a government has to ensure that we're keeping abreast with the changes that take place with the challenges that there are out there that we need to deal with. And of course the terrorist threat is severe. That's where it is at the moment. But that's why we ensure that our police, our security service, have that counter-terrorism budget. We are increasing the budgets for our security services as well. But also that they have the powers they need to do the job.","{1600, 100, 105, 1200, 1627, 1211}",212,"{1200, 105, 1209, 100}",0.8585714285714285,Mixed/Mismatch
213,"...what, no that must be the decision for the judge, sitting properly in a court to make that decision. Not the decision for me as the politician. That's a very slippery slope to go down.",set(),213,set(),0.0,Perfect
214,"26, I think.",set(),214,set(),0.0,Perfect
215,"Coming back to the original point as well, the Tories promised to end Section 21, no full evictions. They haven't. And that's sent homelessness soaring, especially for families. And we also have said we need to make work pay so that people that one of the most scandalous things I've seen, I've talked about my childhood when my mum and dad was on the gyro, we didn't have to go to a food bank. The people using food banks now are actually in work.","{1400, 1409}",215,"{400, 401, 1300, 1302}",1.0,Mixed/Mismatch
216,"I think it's an absolute scandal that 500,000 kids in this country go to primary school and are in classes with over 30 other children in them, considering that Tony Blair gave a commitment that there would be no class sizes over 30 about 14 years ago. I agree with Tim. I would do away with SATs for infants, school-age children. Also, the problem that we have is so many teachers are leaving the profession. And they're leaving the profession because they're overworked. And they're overworked under the deluge of paperwork, schemes of work, individual lesson plans. What you need to do is to strip the paperwork back, strip back the bureaucracy, and let our teachers do what they do best, which is teach our young people to the best of their ability.","{600, 602}",216,"{600, 602, 300, 325}",0.665,Over-tagging
217,"If I look at one of the things that we're taking forward in Scotland today, we've got what's called a tech scaler programme, which is designed to take new emerging companies that have emerged from our universities and partnerships with business, to essentially support them and to fuel the growth of those individual companies. And what that's about doing is taking new, fresh, dynamic ideas, the ideas of the future. There are things that are happening today in Scotland. We've got a facility up in Shetland which is now going to start launching satellites by rocket into space. Now, if you'd said to me a few years ago, Scotland will be a satellite-launching country, I would have said, OK, that's quite a big ask, but, you know, it'll be interesting if it happens. It's now happening. So innovation that comes from our universities can be fuelled with public investment and that's what the Scottish Government is doing to support that activity, to strengthen the manufacturing base of Scotland and to strengthen the economic opportunities that we face. Does that answer your question?","{1521, 1500}",217,"{108, 100}",1.0,Mixed/Mismatch
218,"I'm not keen on giving Theresa May personally very much, but that's another matter altogether. The SNP did some work some months back, where we set out five different options to compensate the WASPI women. It went from restoring the pension age to 60 to slowing down the pace of change. We certainly would want to talk to other parties to make sure that that justice is delivered, because this is the question. You know, these big parties, I think we've seen tonight a glimpse of the dreadful choice between these two main parties that people have. But they can always find things for the wrong priorities. Let's make a change and find things for the right priorities in compensating WASP women. I think it's a top one.","{1300, 1303}",218,"{1300, 1303}",0.0,Perfect
219,"This is an absolute invention. It is completely untrue. There are no circumstances, whatever, in which this government or any conservative government will put the NHS on the table in any trade negotiation. Our NHS will never be for sale. And I'm amazed how often this comes up. The only reason that it comes up is because Mr. Corbyn is trying to conceal the void at the heart of his Brexit policy and refusing to answer the question of which side, which side he would take. Because the public still, the public have a right, the public have a right to know.","{108, 1900, 100, 1910}",219,"{321, 300}",1.0,Mixed/Mismatch
220,"It varies from one local authority area to another. Of course, but on average in the South East as a whole? Well, the average figure for the country as a whole is £450 savings per household. But you're right to look at our website. That's why we've made all this available, and I'd encourage people to watch it. Mr. Kennedy. Yes, I do. Let's make your point again.","{1300, 1302}",220,set(),1.0,Missing (False Negative)
221,"Yeah, look, I'm out and about across the country all the time, and I very much sense people's frustrations. Frustrations with me, with the party, and just generally, it's been a very difficult few years. We've had Covid, we have to recover from that. Then we had a war in Ukraine, the impact on people's bills. Of course it hasn't been easy for anyone. And I actually got this job as a result of something that was a mistake. I was very clear about it on the first day I came into this office. when I acknowledge those mistakes, and I was here partly to bring back economic stability, and I'm glad that we've done that. But the key now at this election is about the future. As frustrated as people might be, this is not a by-election, this is not a referendum on the past, this is about the future, and the choice for everyone is clear. I want to build on the progress that we've made, keep cutting everyone's taxes, give people more financial security. I don't want their taxes to go up under a future Labour government. I want to crack on and keep reducing migration, get to net zero in a sensible way. These are all things I believe in, all things I want to deliver, and that's the future that I want to be talking about.","{705, 100, 230, 200, 331, 1900, 300, 107, 1909, 700}",221,"{105, 100, 1300, 1302}",0.9746153846153847,Mixed/Mismatch
222,"Obviously, it is a very good and relevant question for everybody across the UK. The SNP may well hold the balance of power in a hung Parliament after this election. Let me say, we will use that influence, if we have it, responsibly and in the interests, of course, of standing up for Scotland, but also in the interests of progressive values for people right across the UK. Let me be very honest, I could not, in good conscience, ever put Boris Johnson into number 10 Downing Street. because I have seen the misery that Tory policies have heaped upon people. Jeremy Corbyn may not be my choice of Labour leader but I don't get to choose the Labour leader. In terms of what I would seek to win from a minority Labour government, obviously I would ask for and expect Jeremy Corbyn to respect the right of the Scottish people to choose their own future. Because it is not for Westminster to decide, it is for the people of Scotland. But I would also want an end to austerity. I would want to see an end to the misery of universal credit. I would want to see an NHS protection bill so that our NHS cannot be put at the mercy of Donald Trump in a trade deal. I would want to see fairer pensions for our older people. The UK has one of the lowest pensions in the OECD. So these are the progressive policies that the SNP would champion, yes, for people in Scotland, but also for the benefit of people right across the UK.","{100, 105, 1930, 1900, 2000, 2001, 500, 503}",222,"{200, 105, 100, 201}",0.9339999999999999,Mixed/Mismatch
223,"There are two immediate things that we should be doing. We should be doing, as a country, we should be leading the way globally with a worldwide initiative to plant hundreds and hundreds of millions of trees to capture CO2. The next thing we should do is we need to invest in major technology, green technology, so that we can capture CO2 and reduce CO2 emissions. There's one more thing that we don't talk enough about, and that is recycling our own waste. My son in Asia, he rang me up in horror when he saw, and he was clearing up, piles and piles of plastic bottles on beaches in Asia, and where did they come from? Supermarkets in Britain. We have to recycle our own waste.","{705, 700, 703}",223,"{800, 709, 806, 300, 344, 700}",0.95875,Mixed/Mismatch
224,"We're proposing £3 billion a year extra for dentistry to enable everyone to get access to an NHS dentist. Where I am in East Anglia, we have a dental desert, just as so much of our country does. People are resorting to pulling out their own teeth, or to going without treatment, or for driving on hours on end to get to an NHS dentist. But this costs a lot of money. You talk about taxing the top 1%. We're saying that we're willing to put the money","{100, 107, 300, 325}",224,"{107, 100, 301, 300}",0.802,Mixed/Mismatch
225,"Fiona, it's a very fair point. Can I take you through the GP policy? In a manifesto, we say we need to recruit 8,000 more GPs. And we've talked to health experts about how you could do that. It would take about four years, with a billion pounds a year. That's in our cost manifesto. And there's several ways you're going to do it. At the moment, actually, there are people who have been trained at taxpayer's expense and qualified as doctors. and they can't work as GPs because there's not the money there to employ them. How crazy is that? And we need to train more, we need to retain more. GPs are leaving. Some people in our country, they come out of our medical school and they go to Australia. Because in Australia they're better valued, they're better paid.","{300, 325}",225,"{600, 601}",1.0,Mixed/Mismatch
226,"You keep talking about your workforce strategy. What are you doing to deal with the emigration, the people leaving from our health and social care because they're not being properly paid for the work they do?","{300, 325}",226,"{500, 1300, 1302}",1.0,Mixed/Mismatch
227,"On the contrary, we have a fantastic deal. It is there, ready to go. What our deal allows is for British businesses of all kinds to have perfect confidence in the way we leave the EU, because we are in a state of equivalence with zero tariff, zero quota, exact regulatory framework, and we have ample time to get on and build a new free trade partnership, not just with the EU, but with countries around the world. And the great beauty of this deal is that it gets Brexit done, gets it out of Parliament, stops the wrangling, stops the chaos, and moves us forward. ","{1800, 1803, 1900, 1910}",227,"{107, 100}",1.0,Mixed/Mismatch
228,"If you want change, you have to vote for it. I say, vote for what you believe in. You don't have to go on voting for the lesser of two evils. That's how we ended up with the tired, failed politics that we have now. If you want a fair economy, a public NHS, a stable climate, vote for change. Vote Green. Already in Parliament, we've seen Caroline Lucas make a huge impact. We need more MPs like Caroline. With a strong group of Green MPs, we can deliver a new kind of politics. You can deliver a peaceful political revolution. Wherever you are in England, Wales, Scotland or Northern Ireland, if you're thinking about voting Green, Do it. Your vote will count.","{108, 705, 700, 100}",228,"{705, 100, 107, 300, 301, 700}",0.8585714285714285,Mixed/Mismatch
229,"Well, there is no chance of Britain giving up its seat on the United Nations Security Council. We are stronger. We've just been chairman of the G20 as a result of the efforts we made in the economy. We're leading the negotiations on climate change and we're leading on nuclear weapons.","{1600, 705, 1926, 1610, 1900, 700}",229,"{1900, 1901}",0.9528571428571428,Mixed/Mismatch
230,We will be able to introduce rules for people coming from within the European Union once we've left. That's been a piece of the work on immigration that hasn't been available to us.,"{1900, 1910}",230,"{200, 201, 1900, 230}",0.9339999999999999,Mixed/Mismatch
231,"I agree, it's only £100 a year to begin with.",set(),231,set(),0.0,Perfect
232,"I, no point in speculating on that. What I do know is that",set(),232,set(),0.0,Perfect
233,"I think in the last two years we've seen the introduction, since I became Prime Minister, of foreign national ID cards. So anybody who comes into the country now will have to have an identity card. We're also introducing, from the end of the year, a control so that everybody is counted in and everybody is counted out. It was got rid of in the past. It should not have been got rid of. We are bringing that back. Biometric visas mean that we can stop people at airports, even before they come into the country, if they've not got the right identification. So we're tightening up on that. But the big key to the future is the points system. If you don't have the points to come into this country and otherwise if you don't have a skill we need, don't come to the country. But I must say I am very worried about Nick's policy because it sends a message to people all around the world if you come to Britain there will be some sort of amnesty that will allow you to come here freely in the end without having to be thrown out of the country. ","{200, 529, 500, 230}",233,"{1900, 505, 500, 503}",0.9528571428571428,Mixed/Mismatch
234,"You know, you really should be ashamed of doing things like that. David, I have not authorised any leaflets like that. What I would ask you to say is why is it not in your manifesto that you're keeping free eye tests and free prescription charges? And to Nick I would say, if you're cutting the winter fuel allowance, that means that some people will suffer this year We've already said that all pensioners over 60, all households, will get £250 as the winter fuel allowance and £400 if you're over 80. Now that's an innovation we brought in during the period of the Labour government. I would not like to see it cut in one of the most difficult years for pensioners when we're just coming out of recession, but you seem to be cutting it.","{2000, 1300, 1302, 1303, 2012}",234,"{107, 100, 1300, 1302}",0.9057142857142857,Mixed/Mismatch
235,"Yeah, so I didn't catch... Rachel. Rachel. Rachel. You know, probably the easiest thing I can tell you is that I have two young daughters. And that's why you can trust me, because as a dad, first and foremost, rather than a politician or prime minister, I want them to grow up in a country which is safe, for them when they become teenagers and can walk around on their own, making sure that we have the right police on the streets, that our communities are safe for women and girls is really important to me. I want to make sure that they have the health that they need and that's why we've been making changes to things like HRT and maternity care in hospitals, but I also want to make sure that when they grow up and have jobs and start a family that they're supported too. which is why we're rolling out 30 hours of free childcare for every working parent from the time that their little one is nine months old to when the toddler goes off to school at four years, and that will make a big difference to families up and down the country. But that's why I said, so I can go into lots more policies, but I want my girls to grow up in a country where the sky is the limit for their ambitions. There is nothing that they can't do because they're women, and that's the kind of place that I believe in.","{200, 202, 1200, 500, 1208, 508}",235,"{200, 207}",0.9528571428571428,Mixed/Mismatch
236,"We would talk to them. We wouldn't necessarily accept what they say, we would have a dialogue with them; that's what consultation means. We want to find out what they think.",set(),236,set(),0.0,Perfect
237,"What we saw in immigration figures was it started to come down, then they did go up and now they're starting to come down again. What we will have when we leave the EU is the... Yes. Jeremy, I'm not sitting here saying it wasn't. I'm accepting that what we had to do was to ensure that we were rooting out abuse in the system. But there is no single moment where you take one measure which changes the immigration figures. It is a constant work to ensure that you're dealing with immigration and ensuring there is no more abuse in the system. There's more work to be done. We will, of course, have another tool to do this when we leave the European Union, because we'll be able to introduce rules for people coming from within the European Union. But this will be a constant work.","{230, 200, 1900, 529, 500, 1910}",237,"{200, 201, 1900, 230}",0.8585714285714285,Mixed/Mismatch
238,Ask the electorate here.,set(),238,set(),0.0,Perfect
239,"There are more nurses, more doctors, more people being treated and that's because we have a strong economy. He talks about failure. Let's remember the failure of the last Labour government that virtually bankrupted this country and left us with impossibly difficult decisions. But the biggest decision we made was to protect the NHS and to spend more every year, a decision that Labour at the time said was irresponsible. That's what they said. We ignored that and we went ahead and invested in our NHS as part of a balanced plan for our country.","{100, 105, 300, 325}",239,"{100, 103, 105, 300, 301}",0.835,Mixed/Mismatch
240,Yes.,set(),240,set(),0.0,Perfect
241,"Well, look, I would say to everybody at home that use your vote at this election as a weapon to fight for the future of our National Health Service, because it needs to be rescued from you, David. What about mid-staffs? Because I've got to say, over 13 years, the Labour government transformed an NHS from 18-month waiting to 18-week waiting. That's our record. And now it's going backwards under you. You've failed the British people. You've broken your bond of trust on the National Health Service. They believed you. They believed you. you. They believe you're another kind of Conservative and it's gone backwards on your watch and they won't trust you again.","{300, 301}",241,"{300, 301, 332}",0.5533333333333333,Over-tagging
242,"If I can speak to Simon, can I just say it's every parent's worst nightmare that their child might have a knife pulled on them. The Conservatives have tried to ban zombie knives three times in the last few years and it's clear that that isn't working. So we do need a different approach. We have to have expert youth services that can go in and support young people who are scared in their communities. We have got to have community policing so that police officers know their communities. They work with faith groups, community groups, Neighbourhood Watch, all those kind of different groups. They work hand in glove so they have intelligence led. And on stop and search, let's be really clear, there is a place for stop and search, but it has to be based on intelligence, not on profiling. And the use of suspicionless stop and search is what builds up animosity and a distrust between communities and police, rather than building the trust that we so desperately need.","{1200, 1211, 1206}",242,"{108, 100, 1300, 1303}",1.0,Mixed/Mismatch
243,"What we've done is already started detaining people. Airfields on standby, planes are booked. The date for the first flight is out on the 24th, I think it is, of July. We haven't given more details beyond that to not compromise the operational security, but there will be a regular rhythm of flights, not just one. And the important point here is this is about establishing a deterrent, because I believe that if people come here illegally, they shouldn't be able to stay. We need to have somewhere safe to remove them, and that's how we will stop the boats. And that's what Rwanda is about.","{200, 230}",243,"{200, 105, 100, 201}",0.9339999999999999,Mixed/Mismatch
244,Which it has for millions of years.,set(),244,set(),0.0,Perfect
245,"We are going to train 3 million more apprentices. We're going to build 200,000 houses for people to buy. We're going to keep on with this reduction in unemployment that sees 2 million more people in work. But we won't do it if we go back to the debt, the welfare, the spending and the taxes.","{100, 103, 105, 600, 604}",245,"{105, 1300, 100, 500}",0.9057142857142857,Mixed/Mismatch
246,"Stephen, you weren't in agreement. You didn't want to put a levy on the oil and gas companies. That's not true, actually. We talked about a transition.","{107, 100}",246,"{105, 100}",0.89,Mixed/Mismatch
247,"This is 20% of households you're talking about by the way, not the other 80%, but important.",set(),247,set(),0.0,Perfect
248,that I disagree with Yes because,set(),248,set(),0.0,Perfect
249,"Well, I think again, you've got to pitch this in the overall totality of what you're trying to achieve with the local income tax. If you take pensioners, for example. Now we know many of those are being hit the hardest by council tax increases. Six million pensioners are going to be taken out of local taxation altogether. Now, you can say to me ""here's one set of financial losers"", and you're correct. I can say, there's one set of financial gainers and that is...","{107, 100, 1300, 1303}",249,"{107, 100}",0.665,Under-tagging
250,"Because in both cases, different sets of circumstances, but in both cases the scheme, the timing, and what was in place we did not view as a party, were the correct schemes to put in place.",set(),250,set(),0.0,Perfect
251,"Yeah, I'm really happy to do that. Today, for example, we launched our policies for free personal care and for a higher minimum wage for care workers of £2 extra an hour to try to get more people into care, because that's desperately needed. And we've shown where the money will come from. We're saying that the tax cuts the Conservatives have given to the big banks should be reversed. That would raise £4.3 billion a year. Let me just take those figures though.","{100, 107, 500, 503}",251,"{107, 100, 1300, 1303}",0.89,Mixed/Mismatch
252,"It was also about possibly the younger generation paying for other people's... Can I just... On the housing point, it's a very important point, because Rebecca, I'm sure, is, in keeping with lots and lots of young people, worried that you're not going to be able to get your feet on the first rung of the property ladder. The Liberal Democrats, we've got, I think, an idea which might help Rebecca, and it is this. At the moment, lots and lots of young people can't afford the deposit to get a mortgage on a property. So what we would do is we would introduce a rent-to-own scheme, where you wouldn't need to find the deposit to buy a house, but every time you rent, pay your rent at market rates, you'd build up a share of ownership in your home. So by renting, you'd become, over time, an owner in your home. I think that would be a great, great way, which we could introduce in the next Parliament, to give people like Rebecca that tangible belief that they can hope to live in a home which they can call their own.","{1400, 1410}",252,"{1400, 1401, 107, 100}",0.9339999999999999,Mixed/Mismatch
253,"Well, I wish we had the resources to do that at the moment. People are talking about the costing manifesto. We can't do anything. We've said in our manifesto, when resources allow, we want to do that. We did that before. The Conservatives said you can't do that. And we said we're going to do that. We must do that.","{105, 100}",253,"{105, 100}",0.0,Perfect
254,"A hung Parliament provides Wales with a golden opportunity to end our decades-long funding disadvantage. Now, I asked you in the last debate whether or not you would be prepared to commit to making sure that Wales has parity with Scotland in terms of funding, which would enable us to practically end austerity by delivering an additional £1.2 billion into the Welsh economy. Instead of ploughing ahead with 2.2% cuts to the Welsh budget, will you now agree that Wales deserves parity with Scotland? And if not, can you justify why not?","{2000, 2001, 100, 105}",254,"{105, 100}",0.665,Under-tagging
255,"£59 is not enough and we have got to do better as a society at giving people what we all want. Those that have done the right thing through their lives we should be giving you dignity and security in old age. Now I agree we need to uprate the pension in line with earnings rather than prices. The reason I feel I can give you that answer with total confidence that we really will deliver this is that we've made a tough decision to go with it. which is to say that from 2016 we're going to ask, starting with men, to retire a year later. That means we can fund this pledge because we all know we have an enormous budget deficit, there isn't any money left in the kitty, and so if we're going to make promises like that, and it's a big promise, an important promise, we've got to say how we're going to pay for it. Now I want to make sure that when we see people going into old age, that if you've worked hard, if you've saved, if you've put money aside, you're not punished. And that's why we say as well, it's not right that you should have to pay for your residential care and someone who didn't do the right thing gets the whole thing paid for free. That's not fair and we're going to change that.","{503, 1300, 500, 1303}",255,"{105, 100, 1300, 1303}",0.89,Mixed/Mismatch
256,"Well, no one won it because there were no bold ideas. There was no honesty about how we're going to fund the changes that people actually need. And people are really, you know, democracy was the loser because there was no real promise of a brighter future.","{2000, 2012}",256,"{105, 100}",1.0,Mixed/Mismatch
257,"What neither Labour nor the Conservatives are telling you is that their plans don't add up because they both want to leave the European Union and they both know, the government's analysis says and all the respected economic analysis says, that if we leave the European Union We will be poorer. There will be less money. So we won't be able to have these wish lists. And I have to say Peter you ask such a good question. You put your finger right on it. How can you guarantee it. Because both of them are trying to say that you can have this in the case of labor with somebody else paying for it and the case of the Conservatives saying that taxes won't have to go up. Do you know, if you're listening to that and you think in your heart of hearts you just know that's not true, then you need to look for parties that are going to set out where they will get the money from and we're saying very honestly we think the NHS needs more money and we're going to raise income tax by a penny in the pound in order to do so. You have to say where you're going to get the money from.","{100, 107, 1900, 301, 300, 1910}",257,"{105, 100}",0.9528571428571428,Mixed/Mismatch
258,"If you can cut waiting lists, I think that's a good thing to get more people treated more quickly. But I tell you what, I mean, basically what Rishi is saying about the NHS, you just cannot deliver it. The best way to protect the NHS from us begging the US for a trade deal is by not having to beg the US for a trade deal in the first place by remaining in the EU. And we have tens of thousands of doctors and nurses working in our hospitals as GPs, as carers, And we are already down 5,000 nurses from other EU countries in the last two years. What Rishi wants to do is then charge nurses from other EU countries for the privilege of coming to work in our NHS to use it. He wants to charge them 600 quid a year, a tax on nurses. How is that going to help our NHS get those vital nurses and doctors that we need to have to make sure that we look after people in our country?","{325, 1930, 1900, 300, 529, 500, 1910}",258,"{325, 331, 300, 500, 508}",0.89,Mixed/Mismatch
259,"Very directly, Christopher, I think we should be in Europe because we're a trading nation, we're part of Europe, we want to cooperate and work with our allies in Europe to get things done. But I do agree with you that we have let too many powers go from Westminster to Brussels. We've passed too much power over, and we should take some of those powers back. I want us to be in Europe, but not run by Europe. And you'll hear big differences between me and the other two parties. I don't want us to join the Euro, I want us to keep the pound as our currency. I don't want us to give up the British rebate, I want to make sure that we get value for money for what we put into Europe. I want to cut some of the bureaucracy, some of the rules, some of the regulations that I think drive business so mad. That's the agenda you'd get from a Conservative government in Europe. And to those who say somehow this would be isolation, I say nonsense. President Sarkozy of France, he stands up for France in Europe. Angela Merkel of Germany, she stands up for Germany in Europe. I would do exactly the same for Britain in Europe. Thank you. Nick Clegg.","{1521, 1500, 1900, 1910}",259,"{1900, 105, 100}",0.945,Mixed/Mismatch
260,I'll get it going between the two of you. Don't worry.,set(),260,set(),0.0,Perfect
261,"Look, I want to carry on. I'm 48 years old. I've got bags of energy. I believe in what the Liberal Democrats stand for, which is to strike the right balance between creating a strong economy but doing so fairly. I don't think that's represented on either the right or the left of British politics. But look, no, I have to stop you there.","{2000, 2012}",261,set(),1.0,Missing (False Negative)
262,"Plaid Cymru want to deal with problems in the NHS so you are right staff are feeling pressure. That's why we want to train an extra 1,000 doctors and 5,000 nurses, half of which will work in our communities, over the next 10 years for the Welsh NHS. So we want to take a long-term approach. And on mental health, Plaid Cymru actually secured an additional £20 million for mental health support in Wales by being an effective opposition. And it's not enough to just identify problems. We have to be teaching children about mental health, because we all have mental health, and sometimes it will be better and sometimes it will be worse, just like with our physical health. So we need to teach people about mental health so that we can identify when maybe we are starting to feel not poorly. And then, of course, we have to resource support for it. In Wales, some people who receive treatment because of poor funding in mental health support have to travel to England to receive the support. And that's actually really problematic, because if you want to transition back home, And you want to do that slowly, one night at home, back in, two nights at home. It's very difficult to do that when you're traveling across miles and miles and hours and hours. So we want to continue investing in mental health support, continue investing in our NHS. And on making savings, we want to integrate social care into the NHS so that we have a social care and an NHS system which is working effectively together. Because firstly, without good social care, you know, people are going to not be able to recover and that's putting more strain on our GPs and on our hospitals, which is why it's crucial they're brought together. But also for patients' dignity and to be able to have good care, it's crucial that we have good care in the communities and that again, people can have that transition from hospital into good community care and back.","{100, 325, 105, 300, 301, 600, 602}",262,"{325, 331, 300, 301}",0.87625,Mixed/Mismatch
263,"Yes, part of being a good leader is having a good strong team around you and I'm proud and delighted to be here representing the Conservative Party and the Prime Minister making that case. Let's face it, Jeremy only decided to come I think late this morning. I was rather hoping Diane Abbott might be here so I could debate with her as well. But the fact is the most important challenge that this government is going to have going forward is getting a good negotiation with the EU. It's going to dictate whether we have a strong economy, whether we can pay good wages to our public servants and support our public services. Theresa May has the support of her team. She has the support of whoever becomes her MPs. Jeremy Corbyn has had a no-confidence vote against him, which four out of five of his MPs wouldn't support him on. How can he go in to negotiate with 27 different countries with such a weak team and weak support behind him? Theresa May will be able to deliver for us. As Home Secretary, she delivered 35 different opt-outs. She knows how to negotiate and deliver for the European Union. She'll be the right leader for us.","{2000, 1900, 2012, 1910}",263,"{1900, 105, 100, 1901}",0.9528571428571428,Mixed/Mismatch
264,"Where are you moving them to? You don't even have a house for anyone else? either wherever they wish to go or to permanent sites. We're going to give more powers to create more permanent sites, but we don't think it's right that we have a planning system which is unequal and that some people have special rights within it and we're going to change that. Just to answer the point that the gentleman also said, absolutely right, we've also helped a quarter of a million young people onto the housing ladder through Help to Buy. That's continuing for the next few years. And we've also cut stamp duty, remember, so that unless you buy a very expensive property, £300,000, you won't pay any stamp duty as a first-time buyer.","{1410, 100, 107, 1400, 1401}",264,"{1400, 1401, 1410}",0.598,Under-tagging
265,"The only evidence that we have are the opinion polls, which show a shift. But the only way to test it, ultimately, of course, is to have that confirmatory referendum. And I agree with you. Because politicians have failed to do their job, we have to take it back to the people, because it's only the people now that can end the impasse.","{1900, 1910}",265,"{100, 101}",1.0,Mixed/Mismatch
266,"No, you made this point, and I'm not saying that they are, which is why we want to help that couple in other ways. If they are having a first child for example, the woman involved for that first child will receive a much higher level of maternity support, a hundred and seventy pounds under our proposals, than they do at the moment. If they have elderly parents that they're caring for there will be a much better - generous package of measures. And, if they've got children, whom they want to go to university in Cardiff or elsewhere, they will of course not be facing top fees and tuition fees. Now there's the package, and that's what we invite people to consider.","{1300, 500, 1303, 600, 601, 508}",266,"{100, 105, 1300, 1302, 1303}",0.9266666666666666,Mixed/Mismatch
267,"But the first stage to doing that is making sure that people can stay in their own homes. That's the urgent social needs payments. that should be available to all, so that they can stay in their own homes without worrying about finance. The next thing we've got to do is make sure if people have to go into old people's homes, then there is a limit on the costs they have to bear. Otherwise, they will lose their home and they have to choose between the care they need and the home that they own. So in the next Parliament, what we're proposing to do is put a two-year limit on payments, so that if you are, for example, suffering from Alzheimer's or other diseases, and you have to be in an old people's home for a longer period of time, can't be in your own home, we will suspend any payments after two years for personal and medical care.","{1400, 1300, 1406, 1303}",267,"{300, 1300, 334, 1302}",0.9528571428571428,Mixed/Mismatch
