text,claim_labels
"We all express our condolences, but nobody apologises. Apologises for the fact the liberal elite have given us a ridiculous sentencing system. I don't care whether these people were in jail for six years or 12 years. If you have committed mass murder, or plan to commit mass murder, you're not just an ordinary criminal, you've got the virus of jihadism, and I think these people, Darren, should never, ever be let out of prison unless we're absolutely convinced they do not have the jihadi virus but of course political correctness stops us from doing this.","[1200, 1205, 1211, 1900, 1926]"
"That's where we'll leave it. Kate Forbes, SNP. So we respect across the UK that a majority voted to leave the EU. But in Scotland, 62% voted to remain. And so over the last year, Nicola Sturgeon put forward some compromise solutions for what, in a way that would recognise the majority vote to leave, but also Scotland's position in voting to remain. All those proposals and discussions have been soundly rejected. And so we're now in a position of saying, well, once we know the deal, whenever that might be over the next two years, we will give people in Scotland the opportunity to choose between a hard Brexit that doesn't take into account Scotland's interests and independence in the EU. Jonathan Bartley, the Green Party.","[1900, 1910, 2000, 2001]"
"Yes is the answer to the question. It's very important that we protect women's spaces. I saw this firsthand when I was Chief Prosecutor back in 2008-2013. I was working with groups who were supportive of women who'd been subjected to domestic violence and sexual violence and saw for myself just how important it is to have those women's spaces. Same in hospitals and Um, in sport. So, yes to that answer. But what I will also say is that I do recognize that there are a small number of people who are born into a gender that they don't identify with, and I will treat them as I treat all human beings with dignity and respect. And I'll tell you for why... I'll tell you for why. Because if you don't, you end up the Prime Minister of the United Kingdom standing in Parliament making an anti-trans joke in front of the mother of a murdered trans teenager. I will never, ever allow myself to be put into that position.","[200, 201, 202]"
"Well, Daryl, I agree with you that we need a safe and beneficial future, but I absolutely don't think we're going to get it through the kind of extreme Brexit that Theresa May is pursuing. I think we need to be really clear that she has no mandate for this kind of Brexit, when we're out of the single market, out of the customs union, putting at risk key social and environmental protections. You know, we were clear that that was not on the ballot paper. The vote was to leave, but leave can look very different. There was no clarity as to what leave actually meant. And that's why the Green Party believes that you, the general public, should have the final say on that final package. Now, if you like what you see, then that's great. Go for it. But we believe that you should have the right to be able to look at the small print and decide if you don't like it, then you should have the right to be able to remain inside the EU. You know, I am passionate about freedom of movement. I'm passionate about staying as close to our European neighbours as possible. And I feel very let down by Labour, which has not only not turned up tonight, but basically left the field empty too when it came to opposition to this kind of extreme Brexit in Parliament. Caroline Lucas, thank you. Paul Nuttall.","[200, 207, 230, 1900, 1910]"
"My thoughts, too, are with those attacked on London Bridge today and with all those who responded. This election really matters. At stake is not just Brexit, but what kind of society we want to be. The SNP wants Scotland to be an independent, outward-looking, internationalist country, and we want the people of Scotland to have the right to make that choice. But we also want to play our part in locking Boris Johnson out of Downing Street. If he wins the majority, then the consequences will be dire. Brexit will not, in any sense, be done. Trade talks haven't even started yet. These issues will cause chaos for years to come. In his rush for a trade deal with Donald Trump, Johnson simply can't be trusted not to put our NHS on the table. He also threatens to rip up rules on food standards, environmental protections and workers' rights. To build a better future, we need to stop all of that. And in Scotland, that means voting SNP.","[100, 105, 1300, 1302, 1900, 1910]"
"Look, I believe in a democracy, and we live in a democracy. We have a titular head of state as the monarch, but without political power.","[2000, 2011]"
"Thank you very much indeed, Mr Brown. To help people live at home, to give them the urgent care needs that they have since either met, for example by home helps and health visitors, so that people who want to stay at home don't have to go into institutional care. We've seen a revolution. Large numbers of people living longer and that's a great thing, but people need the help in their homes so that they don't have to go into nursing homes or into old people's homes. My priorities for the health service are that we give people now personal guarantees. And that is that every individual patient will know that they will get a cancer specialist seen within two weeks if they need it. They'll get a diagnostic test within one week and the results to them. They will also be able to know that their operation will be within 18 weeks if you're any patient in need of an operation. You'll be able to see a GP in the evenings at weekends, something that wasn't happening. You'll be able to get a free health check up on the National Health Service. I want people to know that public services are personal to people's needs and that's why we need to give these guarantees to individual patients and that's what we're going to do from now on.","[300, 301, 331, 1300, 1302, 1303]"
"This general election has become farcical. Every morning, billions of pounds being offered, showered around like compessi. They're trying to bribe you with borrowed money. Now UKIP has come up with a fully-costed, verified plan that shows we can cut the taxes of working people in this country to bring about real economic prosperity. And we do it by cutting the bloated overseas foreign aid budget. our contributions to the European Union. Let's take back control of our country, take back control of our borders, put in place an Australian-style points system to control immigration, and take on the big corporate giants who've driven down salaries and made life so difficult for our five million small businesses. It's only UKIP that is prepared to talk straight. I'm not frightened of upsetting the very politically correct class who were afraid to touch difficult issues. No, we'll tell it as it is. And I have a feeling that I'm the only person here saying what a lot of you at home are really thinking.","[100, 105, 107, 1200, 1203, 1206, 1209, 1900, 1901]"
"My thanks to you as well, Shirley, for all your service to the NHS. The NHS is undoubtedly our most cherished public service. We all love it. We all want it to be there for us when we need it. In Scotland, since my party took office 10 years ago, we've increased the budget by 40%. The number of staff in the NHS is up by 10%. And we've also, unlike other parts of the UK, taken the step of integrating health and social care. So today, our accident and emergency departments are under pressure, but they're the best performing anywhere in the UK. And we abolished car parking charges in 2008. Health services around the world face real pressure, and Scotland's is no different. So we have a commitment that by the end of this Scottish Parliament, the budget will be £2 billion higher than it is today, more than inflation. Money not just for hospitals, but for primary care, mental health services. and community services as well. We won't open it up to private competition, but the most important thing we need after this election is voices arguing against more needless Tory cuts and austerity, because that is putting our NHS at risk.","[100, 105, 1300, 1302]"
"Yeah, because the Tories, they talk about a cap, but we've had net migration going up and up because our economy has relied on overseas workers to... Well, it's flatlining. But what we've said is that we need an industrial and skills strategy because we've got unemployment going up in the latest figures, so we've got to make sure... You've had 14 years to come up with some ideas on this. You've had 14 years in government!","[100, 103, 200, 230]"
"No, what we do think... Wow, you're not going to one word. No, no, no, no. What we're trying to do is to make sure we get maintenance grants for students. OK. Students from poor backgrounds need to be able to go to university. OK, but no. And the Tories scrap that.","[600, 603, 1300, 1302]"
"OK. Can I deal with the broadband question first? Thank you for it. The issue is, as I said earlier, 95% of people in South Korea have access to broadband free. We have, in this country, 10% access, and it costs people roughly £30 a month. And it's quite selective, the areas... It's not free in South Korea, though, is it? For some people it is, I'm not sure about the whole country, but it is available for the whole country. Our point is that by investing in it, it actually promotes economic growth and brings about a degree of social justice. Listen, everyone in this room probably has a computer and uses access to broadband if they've got it, or some form of internet all the time. It is the normal form of communication. Yet there is a big digital divide between those that can afford the best and those that don't get any whatsoever. I just want to make sure it's equally available for all. And over 10 years, we would make sure it is. And I think that's actually a sensible, up-to-date, modern way of looking at communications within our society.","[100, 101, 1300, 1303]"
"When I was Home Secretary, crime fell by 18%. It hadn't happened before, ever, it hasn't happened since; so I've proved that I can get a job done and that's what we will do. That's one of the ways in which we'll be different. We ...  BOTH TOGETHER","[1200, 1202]"
"When I was young, my father ran a youth club with my brother for young people. And the more people who do voluntary service and give of their time in the community, to getting young people off the streets to doing purposeful activity, the better, whether it's sports or whether it's dancing or music, or whether it's other activities that get people off the streets. But the one thing I'm absolutely sure of, we've got to maintain the numbers of police we have in this country. We've built up the police force from a period when it was understaffed to a period where they now have more police than ever before. And I want to make sure that that continues, with neighbourhood policing accountable to you, with you able to direct what happens in your own local police force. and if a police force is not performing well, let it be taken over by another police force so the job is done properly for you. So I would not support those and I'm afraid the Conservatives are not prepared to guarantee, as we are prepared to do, that we will continue to fund the police force and the spending on police will continue to arise so that we have enough police there on the beat for you.","[1200, 1209, 1211]"
"I don't think the Labour Party can be trusted to keep this country as safe as the Conservatives. The world is a more dangerous and uncertain place than at any point since the end of the Cold War. I've made the decision to invest more in our defence, taking it up to 2.5% of GDP. Labour Party have not matched that. And worse than that, the person who would be Deputy Prime Minister under Keir Starmer does not believe in our nuclear deterrent, the ultimate guarantor of our security. So no, you can trust the Conservatives with our country's security, and my track record and our commitments prove that.","[1600, 1603, 1608, 1609]"
"Of course, I agree with that. There are about a million carers in this country who care, I think now, for 50 hours or more for their loved ones, for members of their family who need care. They are the unsung army of heroines and heroes that keep our society together. They desperately need some time for themselves, time to go on holiday. Under our plans, what we could do immediately is give those million carers who care for the greatest length of time at least a week off. at least a week off, just to have a breather, spend some time on their own, go and visit friends, go on holiday, just have some time to themselves again. But as I say, I think we've all got some ideas, but I don't think any of us, and you don't hear this from politicians very much, I don't think any of us, actually, if we're really honest with you, have got the perfect solution. That's why I think this is so important. Let's, for once, put people before politics and come up with a solution that works for you and your family in the long run.","[1300, 1304]"
"Well, the first duty of any prime minister is to keep our country safe. And that's why I'm going to keep our independent nuclear deterrent. And let me explain why. I think we live in an uncertain and unstable world. We only need to look at the actions of Russia in regard to Ukraine over the last year or so to know that we can't predict the threats we face 10, 20, 30, 40 years ahead. That's why I think it's right we keep our nuclear deterrent. But there's so much more we need to do to keep our country safe. Look, we need to work with our allies in the European Union, in my view. We need to work with the United States. But I think we need to work not for our allies. And I think it's very, very important that we learn the lessons of the 2003 Iraq war. Because Britain's national interest will often coincide with America's national interest, but not always. And you need a prime minister who's willing to say no when it's appropriate. And that's what I'll do.","[1600, 1603, 1900, 1909, 1910]"
"Tonight, the choice at this election has been clear. You can vote for the same old parties and get the same old politics. More cuts and more misguided priorities. Or you can vote for something different, better and more progressive. I'm going into this election with a clear message. None of us can afford more austerity. None of us can afford an additional £30 billion of cuts. And none of us can afford the £100 billion that the Tories, Labour and Liberals intend to spend on new nuclear weapons. Their priorities are wrong, but they won't pay the price. It will be ordinary people across the country who pay the price. The SNP offers an alternative, a clear alternative, a plan for investment. Yes, it is fiscally responsible, but it will also allow us to invest in infrastructure to protect our public services and to lift people out of poverty. To people in Scotland, I say vote SNP for a louder voice for Scotland. To people elsewhere, I say ours will be a voice to help bring about change for you too. Nicola Sturgeon, thank you. Nick Clegg.","[100, 105, 107, 1300, 1302]"
"When it comes to tax, the Conservatives have made a very clear choice to increase taxes on working people, on struggling families. That's not true. That's happened more and more times. You have raised taxes to the highest level in almost 80 years. The tax burden...","[100, 107, 1300, 1302]"
"Steve, the biggest threat to our borders at the moment is the very many people arriving by small boat over the Channel. And there are record numbers. Since Rishi Sunak became Prime Minister, 50,000 people have come across by small boat. and the government has effectively lost control of our borders. And that means it's not just a border security issue, it's actually a national security issue, because the government's lost control of who's coming and what their background is. Now, I think that nobody but nobody should be making that journey across the Channel. And we have to smash the gangs that are running this vile trade. There are gangs that are making a fortune putting people into boats across the Channel, an absolute fortune. and I think they can be taken down. And Steve, before I was a politician, I was the chief prosecutor for England and Wales, so I ran all criminal prosecutions in England and Wales, in all of our criminal courts, and we had to deal with terrorist plots and other plots, drug plots, and gun plots, which were across various other countries. We grouped together with police and law enforcement across Europe, and we took down those terrorist gangs. I've seen it done. I've been part of the operations to do it. I do not accept, I will never accept, that the only gangs that apparently can't be taken down are the gangs that are putting vulnerable people in boats to go across the Channel.","[200, 230, 1200, 1202, 1209]"
"The point is that today, actually, the number of managers is going up five times faster than the number of nurses in our NHS. And the government has had 13 years to fix these problems and it hasn't done. Gordon Brown talks about cancer, but what he's not telling you is that there are people in our country, there was a case the other day of someone who had to sell their home to get the cancer drugs. And the Prime Minister, the government, is about to hit the NHS, Britain's biggest employer, with this national insurance rise. It's going to take £200 million out of our National Health Service. We say stop that national insurance rise and instead spend the money on a cancer drugs fund so people can get the drugs they need. Talk about guarantees. But the fact is, for some people, waiting two weeks to see a consultant is too long. We need a faster, choice-driven system, but the drugs have got to be there when you need them. They're not always right now. This is a phony debate.","[100, 105, 300, 301, 321]"
"Yeah, well I'm going to come to that absolute specific point in just a sec, but I thought the lady in the second row here on my left, you know, hit the nail on the head. It is always a few days before an election that the dog whistlers in chief, and you have the dog whistler in chief on this panel here, Nigel Farage, blame everything on immigrants. In fact, Nigel, I mean, I mean, I'm not lying to you, I'm not making this up, but I mean, Nigel was once late to a UKIP reception and he blamed the traffic on the M4 on immigrants. I mean, that's how ludicrous it is that he blames every social ill on the world. Do you not accept that population growth of 8 million has made our roads busier?","[100, 103, 200, 201]"
"The problems that we have of exploitation of workers in this country and groups of workers that have been brought in wholesale from lower paid economies in Central Europe is a serious one. Those people are themselves grossly exploited. They're brought here to undermine existing pay and working conditions and create... Hang on, can I finish? That will make the situation worse in any community where that takes place. I was demanding that we have a proper regulation whilst we were still members of the European Union before the referendum. That whole strategy has to stop. There has to be a managed migration that isn't designed to undermine working conditions in this country.","[500, 529, 1900, 1910]"
"Yeah. Linda, look, we talked about it right at the beginning of this interview. That was my number one priority when I got this job. Interest rates are at a very high level. And why were they at a high level? Because inflation was at 11%. I haven't experienced anything like that in this country for decades. That's why I made it my number one priority to bring inflation down, because that's what will then allow interest rates to come down. And as you've seen, inflation just got back to target just last week, which is very, very promising news. You heard from the Bank of England, so we're now on track to start seeing interest rates and mortgage rates be cut. And that's how I give you financial security.","[100, 101, 200, 201]"
"It's not a question of whether or not we should go along with somebody else, David. We take independent decisions as the UK. I spoke to Donald Trump. I've told him my views from the UK's position last week. I told him last night what our views are. We remain committed to the Paris Agreement. We continue to think it's important for dealing with climate change internationally.","[700, 705, 1900, 1907]"
"Prime Minister. Fliss, I'm so sorry to hear about your dad and if you let me know afterwards which trust it was, I'll make sure that we look into it and someone gets in touch with you so we can find out what went wrong. I can't imagine how difficult that's been for you and your family. I think as probably most of you know, I grew up in an NHS family. I know how important healthcare is. I've worked for my mum in the pharmacy, helping people myself. When it comes to cancer, the most important thing we can do is, as you highlighted, just diagnose it as soon as possible. And that's the best chance we've got of helping someone, getting them the treatment they need and make sure that they survive. And one of the ways we're doing that is by rolling out things called community diagnostic centres. So we've done 160, and if we're re-elected, we'll do many more. And these are units in your local community where you can get all your checks, tests and scans done. and that way get your diagnosis much quicker. We're hiring more oncologists, we're using technology as well and new forms of testing to identify things. But fundamentally, what happened to you and your family isn't acceptable. And I can only apologise. You know the challenges we're dealing with with COVID. Cancer in particular was one where for two years, lots of people didn't present with symptoms and we're catching up with that now and that's an awful tragedy, one of the many tragedies of Covid. The key thing now is to just keep working through the backlog and as I said more oncologists, more community diagnostic centres and new technology is going to help us build on what we're doing which is improving the survival rates.","[300, 301, 331]"
"If I could make a bet, I had to draw attention to the analogy with the cats and the mice here. What we've seen under the Conservatives for 14 years is the fat cats. getting rich and getting the cream. And I fear that with privatisation in the NHS, we're going to see the same under Labour.","[100, 105, 1300, 1302]"
"Well, I think we have to represent people, take decisions and be honest with people about why you're taking a decision that you are and how to bring people together. My whole strategy on Brexit has been to recognise whether you voted remain and live in a private rented accommodation and in poor and in London, voted leave and you live in the North and are in the same situation, your issues are the same. The problems of poverty, inequality and division within our society. Bring people together, don't divide them.","[100, 107, 1300, 1302]"
"I've got fundamental disagreements with you, Nicola, because in the last couple of weeks, you've revealed that you haven't ruled out having a second referendum on independence in the next five years. Now, look, we're just very different. We've got very different views. I mean, I respect your views that you want to break up the country, but that's not my view. I think that would be a disaster for the working people of Britain So we have profound differences between us, David. That's why I'm not going to have a coalition with the SNP. Because I'm never going to put at risk the unity of our United Kingdom. And why? Because I care too much about the working people of our country. And I think it would be a disaster for us to start competing against each other, driving down wages, dismantling the basic state pension, which is the foundation of security in retirement, and dismantling our country. So it's a no, I'm afraid.","[1200, 1208, 1900, 1910]"
"Yeah, and I think we need to look at how we invest in supporting particularly people from low incomes going into university to get more people doing that. But if we really want to improve life chances, the best place to put that money is in the early years and in schools, that's how you get that social mobility, that's how you give young people opportunities and that's where the priority for our spending is going, it's to make sure that we give our schools the money they need. I mean at the moment in schools, right, you've got teachers being sacked, you've got some schools not opening all day on a Friday, you've got schools crowdfunding for print sticks and exercise books. I mean, if that doesn't tell you that our schools are in dire need of more funding, what does?","[600, 602, 1300, 1302]"
"Thank you very much. My message to you is simple. If you want your NHS back, you have to vote for it. If you want a growing economy, you have to vote for it. If you want more police on our streets, more teachers in our schools, you have to vote for it. If you want to end 14 years of chaos and rebuild our country, then that power is in your hands. On July the 4th, vote change, vote Labour.","[100, 105, 300, 301, 1200, 1202]"
"I suppose what I would say, Melissa, is having looked at the last three and a half years, is there anyone seriously who thinks this is going well for our country? It is a mess. And it's a mess because back in 2016, they weren't straightforward about what it would mean. And, you know, we know that remaining in the EU is going to be better for our public services, it's going to be better for our NHS, for our economy, for jobs, for our environment, for workers' rights. And I think it's right that people have the chance to choose a different path now that all of that is so much clearer. And, you know, we're in an election. Liberal Democrats are absolutely standing to stop Brexit. We've led the campaign for a people's vote and we want to stop Brexit. And the final thing I would just say is, you know, you said that we're so far along. I'm sorry... I'm sorry to have to say this, but we are so not far along on this Brexit journey. You know, the idea that Brexit is going to be done, we're like in episode one of a ten-season box set, and if you don't like what you've seen up till now, you don't have to watch the rest.","[100, 101, 1900, 1910]"
"I don't think we can afford quite that yet. But one thing we can do to help families with children the ones you were talking about, sir, I think the two-child limit on universal credit is just wrong. I think it has to go. If you look and talk to the experts, they say the quickest and most cost-effective way of tackling child poverty is to get rid of that two-child limit on universal credit. And that's something that could happen really quickly. It's costed in our manifesto, because it is a bit pricey. But I think it's the best way. And hopefully, that means that family that you were talking about would have the money and wouldn't have to do that thing.","[100, 105, 1300, 1302]"
"One million people on disability benefit across the UK are going to lose £1,100 of their benefit. That's not the kind of economic plan I want.","[100, 105, 1300, 1304]"
"What are you going to do? We need to smash the gangs that are running this vile trade, making a huge amount of money, putting some of the most vulnerable people in boats across the Channel. They're making a fortune. Before I was a politician, Stephen, I was the Director of Public Prosecutions, and I worked with the police and prosecutors in other countries to bring down terrorist gangs who were running across borders. I do not believe it's impossible to bring down these gangs. What I won't do is engage in an expensive gimmick, the Rwanda scheme. If he believed it was going to work, he wouldn't have called an election before it can be tested. He wouldn't have done it.","[200, 230, 1200, 1202]"
"No life on the dole. That's my policy. We've got to get people off unemployment benefit and they're going to be forced to work if they've been on unemployment benefit for a period of time. Now, we're giving an offer to young people at the moment. Under 25, if you've been unemployed for six month, we'll give you worker training because we don't want the unemployment of the 1980s for young people. We don't want to lose a labour market for the future, and we don't want a lost generation. But we're saying you're compelled to work, you cannot take this as an option. You're going to have to take up the job and the training. That's true for the long-term unemployed, it's true for young people who have been unemployed for six months. We're also doing a great deal to try to get people on incapacity benefit back to work. The record of doing that is large numbers of people are now moving back into work, not enough, but we're trying to do it. Now, I believe in work, too, because I've been brought up that work is the way that you reward people but it's also the way you find self-esteem. My Britain is one where I want more people working, more people working without being on benefits.","[100, 105, 107, 1300, 1302]"
"Thank you. Tonight, I'm going to be straight with you. I'm going to say what I really believe, not just what I think you might want to hear. Never in my lifetime has our future felt so uncertain. Brexit, climate change and NHS in crisis. But when people come together and reach for a bigger future, we've shown we can change the course of history. With courage, we emerged from the rubble of the Second World War. With vision, we forged a continent that's lived at peace for the past 70 years. And with ambition, we built a free and universal NHS. And we did this not in the good times, but in our darkest moments. And together, we can make big things happen again. We can end the scandal of four million children living in poverty in one of the richest countries of the world. We can transform our energy system to make it the cleanest and greenest. And we can forge a relationship with Europe which is open and says no to racism.","[100, 200, 201, 300, 700, 705, 1300, 1302]"
"We would end the non-DOM loophole so that we can bring that money in and have 40,000 new appointments every week. But you're familiar with what Stephen is referring to.","[100, 107, 1300, 1302]"
"Well, I call it democratic socialism, that's what's on our party card, Lyn. Yes is the answer, because I think, I believe in a fairer, more equal society. Now, each generation of Labour politicians puts it into practice in their own generation. Now, what does it mean today? And it goes back to the question that this lady asked. which is what I see in Britain. And you know, this is the thing that countries all around the world are grappling with. This is a central question we face. Are we going to be countries that work for the richest and most powerful? This is what America is facing, President Obama as well. Are we going to be a country that just works for the richest and most powerful, or is everyone going to get a fair shot? Is everyone going to play by the same rules? If you're going to do the right thing, go out to work, are you going to be able to build a life for you and yourself and your family? Lots of people are doubting that in Britain. To the gentleman who asked me whether I was too gloomy, that's why I think it sometimes might sound that way. Because I think people are asking, hang on a minute, this country was supposed to work for me. Why doesn't it work for me anymore? I'm doing what everyone tells me I should do. So that's what democratic socialism means, a fairer, more equal society, making this country work for working people again.","[1300, 1302]"
"Like Adam, I've been campaigning for what I believe in for all of my life, even in the days when it wasn't as electorally popular as it is today. I'm also the leader of a government in Scotland. We're not perfect, we make mistakes, but I'm not asking here to be judged just on my promises. I'm asking people to look at what the SNP government is doing day in and day out. Much of what Labour is promising in this election, free prescriptions, free personal care, for example, are things the SNP in government in Scotland is already doing.","[300, 301, 1300, 1302]"
"We have to rebuild trust and You know, Paul, that the murder last Monday was reported five separate occasions by the Muslim community.","[200, 201]"
"Mary, there's a clear choice for you and everyone who believes, like you do, the situation isn't right. Because if you want lower taxes and lower welfare, that's what I'll deliver. If you want higher taxes and higher welfare, that's what Keir Starmer will do. So I strongly agree that people are better off in work. It's not just for the financial security it brings you, it's about the purpose, the dignity that it brings to people which you alluded to and I strongly agree with. The number of people currently out of work on ill health and disability benefits is too high. It's gone up by 800,000 since the pandemic, it's gone up by 60% the bill. in the last few years. We've got to do something about that. I made a speech about this a few months ago. I set out a comprehensive plan to reform the welfare system, to tighten it up so that those who can work do work. We're stricter about those eligibility criteria. That's fair for all of you who are working hard paying your taxes. It's better for those people and that's what I'll do. But when I announced that, And just again recently, Keir Starmer and the Labour Party opposed every single thing that I set out to deliver what you want. Every single thing. They do not think that you can save a single penny in the growing welfare bill. That's what their numbers show, and that's what they've said. So the choice for you is clear. If you want lower welfare and lower taxes, I will deliver that for you. Higher taxes and higher welfare is what you will get with Keir Starmer.","[100, 105, 107, 1300, 1302]"
"People are £1,600 a year worse off than they were when this government came to power. It's the worst record on living standards since the 1920s. And that is the argument of this election. Look, David Cameron wants to say... Do you want to say unemployment has fallen? Well, hang on a minute. You asked about wages. You said I was wrong that wages had fallen. No, I said four costs were wrong. No, you said that I forecast that wages would fall, Jeremy. You did. And they did, yes. And I was right, right? They did fall. They did fall.","[100, 101, 103, 1200, 1211, 2000]"
"Well, and against fracking. So why did you vote against a ban on it in 2015? So, when we were in the coalition government, my Liberal Democrat colleague Ed Davey was the Energy Secretary and he put in place very stringent regulation.","[800, 803, 2000, 2011]"
"It's a difficult choice. We will have an anti-child poverty strategy, of course we will. The last Labour government did, we will have one. But the easiest thing in the world, it's what Rishi Sunak is doing, is to simply say you can have everything. Unfunded commitments, unfunded promises, that's what got us into this problem in the first place. And working people are paying the price with higher bills, their mortgages. I'm not prepared to have a Labour government ever make that mistake again.","[100, 105, 1300, 1302]"
The Conservative government have been very very weak on sentencing over the last 40 years just as Labour have been.,"[1200, 1205]"
"You cannot afford another five years of the Tories. You're promising tax cuts when you've already done that once and crashed the economy once. £2,000 is what £38.5 billion means to every working household in this country.","[100, 107, 1300, 1302]"
"It is in the bottom, of course it's not. And I think our proposals are responsible, they're fully costed. I think other parties, frankly, are not putting the money in we need to rescue our public services, particularly the NHS. But our schools need better funding too. I've talked about the mental health provision that we want to make, but I think if you look at the cost of living, I'm very worried that children are going to our schools with empty tummies. that they're hungry. They can't learn if they're hungry. And when we were in government, we provided free school meals for infant children. Actually, we used a pilot that Labour had done, performed to give credit where credit's due. But we put it in. The Tories didn't like us doing it. You know, George Osborne did not like giving free school meals to infants, I can tell you. But now we think we need to go further. OK. And the Kosselin crisis, any child that's in poverty really should be getting a free school meal.","[100, 105, 600, 602, 1300, 1302, 2000, 2012]"
"I thought I'd never utter these words, but I agree with Gordon. You cannot put off this decision. General Mike Jackson said today, we can't go on putting off this decision. You have to make it early. You have to keep your country safe and secure. You cannot rustle up a nuclear deterrent at the last minute, as the Liberal Democrats seem to think you can.","[1200, 1202, 1600, 1610]"
"Yeah, just... I've been through life-threatening situations with my mum many, many times, holding her hand on nights we thought we were going to lose her. Too many times to not know exactly what that feels like. We had to go through it again, tragically, with my wife's mum in the leadership campaign, and we lost her in that particular case. I do know what I'm talking about when it comes to acute care in high dependency units. I know what it looks like, I know what it feels like, and I absolutely know it's the best place if you've got a life-threatening situation. Look, I'm not going to say to other people that's the choice that they should make, and the bigger choice, the bigger discussion that we're not really having here, which is important, is why are so many people having to now go private because they are having to wait so long on the NHS. The hard-working people are having to use their money, their savings, for operations which they ought to be able to get on the NHS much more quickly. It is the hidden tax in the NHS that we have got from this government. I want to end that. That is my choice, based on my experience, mainly on my mum, I accept, but I do know what the inside of a high-dependency unit looks like.","[300, 301, 334]"
"When it comes to the economy, I was right then. And since I've been your Prime Minister, inflation is back to normal, the economy is growing faster than our competitors, wages are rising, energy bills are falling, we've started cutting your taxes and I will keep cutting your taxes. That is my pitch to you, that's a choice at this election, their taxes that he wants to put up on you are coming. He won't rule out revaluing your council tax bands, every pensioner that is watching should realise that under a future Labour government, for the first time in our country's history, the state pension will be subject to a retirement tax under Labour. That's what their plans are. Those are the numbers, black and white. We're not going to do that. We're going to have the triple lock plus. But for the millions of pensioners that are watching, be very worried, because you're going to face a retirement tax under the Labour Party.","[100, 101, 105, 107]"
"Well we have to see. Cost is, is one aspect to it. But I think it's important this country retains a strong defence at all times.","[1600, 1603]"
"Well Nick is wrong about our plans because of course we are going to raise five billion from tax evasion and aggressive tax avoidance as we've done in this Parliament and that's part of the balance plan that also involves putting more money into our NHS and cutting taxes for working people. The very wealthy include some of the tax avoiders and evaders. But here's the point. We've got to understand why the deficit matters and why we got here. And the problem in the real choice is with Ed Miliband, who still thinks the last Labour government didn't tax too much, borrow too much, and spend too much. And if you don't understand the mistakes of the past, you can't provide the leadership for the future.","[100, 107, 200, 201]"
"Once again, I think there's this complete confusion between the government and the economy, and Gordon Brown doesn't seem to understand that actually, to get the economy going, you've got to help help businesses employ people. You've got to cut their red tape, cut their regulation. Let me tell you one thing government could really do to help: government is an enormous purchaser of goods and services, and yet it hardly buys anything from small and medium-sized enterprises. We say government should give a quarter of its contracts to the small firms, the ones that are actually going to be the success stories of tomorrow. Let's make it easier for firms to register with the government, so they can buy services and sell services to the government. That would actually help to get them going, the great businesses of tomorrow. That's what we need to build.","[100, 108]"
"No, you reduce the number of courses. I mean, there are a number of non-courses in our university, right across the board at the moment, that are nothing to our economy.","[100, 108]"
"Look, I think the fundamental imperative, right, the first commandment in politics is to be honest. And when people ask me honestly whether I believe Brexit will hurt Wales or help Wales, I have to be honest. It will hurt Wales. You know, it'll rip the heart out of the economy in Wales. And that's what we sincerely believe. And I respect people, actually, that sincerely disagree with us. But I can't say something that I don't believe, even if it might be politically more convenient for me to do so. In terms of the broader question, I agree with you, right? And I agree with Catherine. There is a deep dysfunction at the heart of our democracy. Brexit, if you like, has brought it to the fore. It's thrown it into sharp relief, but it was already there. I mean, when I got elected, to Westminster, you know, in 2001, I couldn't believe what I saw, you know, men in tights opening doors for you, you know, it felt like a gentleman's club, and I used my words very advisedly, you know, I say instead of spending five billion pounds on refurbishing, you know, that crumbling pile on the banks of the Thames, shut it down, turn it into a museum, it's full of dinosaurs anyway, move the Parliament, move the Parliament, move the Parliament to the north of England.","[100, 101, 1900, 1910]"
"We have a deal that keeps the whole of the UK together as we come out of the EU. And of course, Jeremy Corbyn and the Labour Party, be in no doubt about it, in order to secure power and the keys to number 10, are going to do a deal, and they probably already have done a deal, with Nicola Sturgeon and the SNP. to form a Corbyn-Sturgeon coalition. And the price of that deal, the price of Nicola Sturgeon's support, let's be in no doubt, she's made it absolutely clear, would be a second referendum on the union with Scotland. I don't think we need another referendum on the union with Scotland. I've ruled it out. We had one in 2014. The people of Scotland voted very substantially to stay in the most successful political partnership of the last 300 years. Why put this country, this great country, through another referendum on Scotland? And why have a second referendum?","[1900, 1910, 2000, 2001]"
